idimplantation,usual_name,Vocable,lat,lng,location_granularity,Diocese,nbfact,date_startC_Fact,date_stopC_Fact,DureeSFact,date_startStatut,date_stopStatut,DureeStatut
2442,"Marcy-L'Etoile, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.781271427,4.7060660571,precise,Lyon,2,1220,1220,0,Inf,-Inf,NA
2443,"Sainte-Consorce, Sainte-Consorce (église dépendante)",Sainte-Consorce (église dépendante),45.775725376,4.6901502273,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2444,"Saint-Barthélemy-Lestra, Saint-Barthélemy (église dépendante)",Saint-Barthélemy (église dépendante),45.719463245,4.34059753,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2445,"Maringes, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.661513221,4.3514320029,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2446,"Meys, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.678798928,4.3868300208,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2447,"La-Chapelle-sur-Coise, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),45.654603691,4.4994307068,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2448,"Saint-Alban, Saint-Alban (église dépendante)",Saint-Alban (église dépendante),46.094020245,5.4535488914,precise,Lyon,2,NA,1790,NA,Inf,-Inf,NA
2449,"Certines, Saint-Christophe (église dépendante)",Saint-Christophe (église dépendante),46.131612017,5.2664565807,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2450,"Ceyzeriat, Saint-Laurent (église dépendante)",Saint-Laurent (église dépendante),46.176904908,5.3247827979,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2451,"Montagnat, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),46.171240608,5.286341247,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2452,"Neuville-sur-Ain, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),46.081255602,5.3720407166,precise,Lyon,2,1440,1790,350,Inf,-Inf,NA
2453,"Saint-Bénigne, Saint-Bénigne (église dépendante)",Saint-Bénigne (église dépendante),46.438195308,4.9702335842,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2454,"Chavannes-sur-Reyssouze, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),46.430803825,4.9920290833,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2455,"Dommartin, Saint-Blaise (église dépendante)",Saint-Blaise (église dépendante),46.33746816,4.9862704403,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2456,"Gorrevod, Saint-Pierre-Saint-Paul (église dépendante)",Saint-Pierre-Saint-Paul (église dépendante),46.419958529,4.9448978671,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2457,"Saint-Martin-le-Châtel, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),46.282157089,5.1170950416,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2458,"Saint-André-d'Huiriat, Saint-André (église dépendante)",Saint-André (église dépendante),46.213388827,4.9128182842,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2459,"Bey, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),46.211250911,4.8485891176000004,precise,Lyon,2,1515,1790,275,Inf,-Inf,NA
2460,"Cormoranche-sur-Saône, Saint-Denis (église dépendante)",Saint-Denis (église dépendante),46.239919812,4.8316864381,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2461,"Saint-Didier-sur-Chalaronne, Saint-Didier (église dépendante)",Saint-Didier (église dépendante),46.177537592,4.8171712132,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2462,"Compiègne, Saint-Corneille",Saint Corneille,49.417326449,2.8246463571,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2463,"Saint-André-le-Bouchoux, Saint-André (église dépendante)",Saint-André (église dépendante),46.116866072,5.0798115965,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2464,"Sandrans, Saint-Priest (église dépendante)",Saint-Priest (église dépendante),46.063538389,4.9806819103,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2465,"Sainte-Croix, Saint-Donat (église dépendante)",Saint-Donat (église dépendante),45.893950752,5.0529419839,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2466,"Joyeux, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),45.96160949,5.0997492063,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2467,"Miribel, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),45.828542798,4.9647718937,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2468,"Villieu-Loyes-Mollon, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),45.922307262,5.2218411582,precise,Lyon,2,NA,NA,NA,Inf,-Inf,NA
2469,"L'Ecaille, Sainte-Marie (église dépendante)",Sainte-Marie (église dépendante),49.4175309,4.211661,rue,Reims,2,1184,1184,0,Inf,-Inf,NA
2470,"Les-Ayvelles, Saint-Rémi (église dépendante)",Saint-Rémi (église dépendante),49.724932099,4.7542185284,precise,Reims,2,1301,1400,99,Inf,-Inf,NA
2471,"Sainte-Vaubourg, Vocable inconnu (église dépendante)",Vocable inconnu (église dépendante),49.460712,4.589282,rue,Reims,2,1221,1800,579,Inf,-Inf,NA
2472,"Pontfaverger-Moronvilliers, Saint-Médard (église dépendante)",Saint-Médard (église dépendante),49.298141,4.317746,rue,Reims,2,1221,1800,579,Inf,-Inf,NA
2473,"Thilay, Saint-Denis (église dépendante)",Saint-Denis (église dépendante),49.872516,4.8075,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2474,"Baconnes, Saint-Memmie (église dépendante)",Saint-Memmie (église dépendante),49.158722402,4.3374548918,precise,Reims,2,1151,1800,649,1151,1800,649
2475,"Bogny-sur-Meuse, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),49.851465932,4.7666261099,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2476,"Cheppy, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),49.2313509,5.0564859,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2477,"Cierges-sous-Montfaucon, Saint-Martin (église dépendante)",Saint-Martin (église dépendante),49.297887,5.092914,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2478,"Damouzy, Saint-Remi (église dépendante)",Saint-Rémi (église dépendante),49.798084327,4.6770776812,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2479,"Epinonville, Saint-Benoît (vocable incertain) (église dépendante)",Saint-Benoît (vocable incertain) (église dépendante),49.277007,5.080375,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2480,"Les-Hautes-Rivières, Saint-Jean-Baptiste (église dépendante)",Saint-Jean-Baptiste (église dépendante),49.8839479,4.84195,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2481,"Gespunsart, Saint-Remi (église dépendante)",Saint-Rémi (église dépendante),49.821830088,4.8269841653,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2482,"Laifour, Saint-Michel (église dépendante)",Saint-Michel (église dépendante),49.912800535,4.6926945324,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2483,"Les-Mazures, Saint-Remi-Sainte-Gertrude (église dépendante)",Saint-Remi-Sainte-Gertrude (église dépendante),49.888550639,4.6260409312,precise,Reims,3,1190,1800,610,Inf,-Inf,NA
2484,"Montfaucon-d'Argonne, Saint-Laurent (église dépendante)",Saint-Laurent (église dépendante),49.271791,5.1326599,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2485,"Reims, Saint-Timothée (église dépendante)",Saint-Timothée (église dépendante),49.258329,4.031696,rue,Reims,2,1064,1800,736,Inf,-Inf,NA
2486,"Romagne-sous-les-Côtes, Saint-Michel (église dépendante)",Saint-Michel (église dépendante),49.324871,5.470668,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2487,"Saint-Paul-de-Fenouillet, Saint-Paul",Saint Paul,42.811362073,2.5023831642,precise,Alet,3,1318,1790,472,Inf,1318,NA
2488,"Villeneuve-lès-Maguelone, Sainte-Trinité",Sainte Trinité,43.512828828,3.8835516053,precise,Maguelonne,4,1372,1790,418,1372,1790,418
2489,"Vic-Fezensac, Saint-Pierre",Saint Pierre,43.759333991,0.3022429945,precise,Auch,5,1308,1790,482,1308,1790,482
2490,"Rochefort-en-Terre, Notre-Dame-de-la-Tronchaye",Notre-Dame-de-la-Tronchaye,47.69836011,-2.338609317,precise,Vannes,1,NA,NA,NA,Inf,-Inf,NA
2491,"Monpazier, Saint-Dominique",Saint-Dominique,44.680556169,0.8949693508,precise,Sarlat,4,1490,1790,300,1490,1790,300
2492,"Sécheval, Saint-Lambert (église dépendante)",Saint-Lambert (église dépendante),49.858873671,4.6611745092,precise,Reims,2,1190,1800,610,Inf,-Inf,NA
2493,"Sommepy-Tahure, Sainte-Croix (église dépendante)",Sainte-Croix (église dépendante),49.2506429,4.557141,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2494,"Tauxières-Mutry, Saint-Hilaire (église dépendante)",Saint-Hilaire (église dépendante),49.091400913,4.1051162077,precise,Reims,2,1199,1800,601,Inf,-Inf,NA
2495,"Villers-Semeuse, Saint-Pierre (église dépendante)",Saint-Pierre (église dépendante),49.739496372,4.7511358993,precise,Reims,2,NA,NA,NA,Inf,-Inf,NA
2496,"Reims, Sainte-Trinité",Sainte Trinité,49.258329,4.031696,rue,Reims,6,NA,NA,NA,Inf,-Inf,NA
2497,"Senlis, Saint-Frambourg",Saint-Frambourg,49.205676569,2.586112145,precise,Senlis,2,996.5,1790,793.5,987,1790,803
2498,"Crépy-en-Valois, Saint-Arnoul",Saint Arnoul,49.23848342,2.8832979463,precise,Senlis,4,935,1007,72,935,1008,73
2499,"Senlis, Saint-Rieul",Saint-Rieul,49.208366445,2.5858573351,precise,Senlis,2,NA,NA,NA,Inf,-Inf,NA
2500,"Villandraut, Saint-Martin",Saint Martin,44.4597029,-0.372707566,precise,Bazas,3,1312,1790,478,1312,1790,478
2501,"Crépy-en-Valois, Saint-Aubin",Saint Aubin,49.236796572,2.8834886584,precise,Senlis,4,NA,1202,NA,Inf,1222,NA
2502,"Crépy-en-Valois, Saint-Thomas",Saint-Thomas,49.234425247,2.8899702165,precise,Senlis,3,1182,1790,608,1182,1790,608
2503,"Laon, Saint-Corneille-et-Saint-Cyprien",Saint-Corneille-et-Saint-Cyprien,49.562979592,3.6258449886,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2504,"Bidache, Saint-Jacques",Saint Jacques,43.483076047,-1.138710858,precise,Dax,5,1535,1790,255,1535,1790,255
2505,"Sainte-Livrade-sur-Lot, Sainte-Livrade",Sainte-Livrade,44.398766812,0.5893238543,precise,Agen,3,1117,1790,673,1117,1790,673
2506,"Châlons-en-Champagne, Sainte-Trinité (église dépendante)",Sainte-Trinité (église dépendante),48.957714557,4.3637753497,precise,Châlons,2,1095,1800,705,Inf,-Inf,NA
2507,"Châlons-en-Champagne, Notre-Dame-en-Vaux (église dépendante)",Notre-Dame-en-Vaux (église dépendante),48.957714557,4.3637753497,precise,Châlons,2,1110.5,1800,689.5,Inf,-Inf,NA
2508,"Reims, Saint-Denis",Saint Denis,49.253219845,4.0308698796,precise,Reims,4,950,1800,850,950,1800,850
2509,"Vroil, Saint-Pierre-Saint-Paul",Saint-Pierre-Saint-Paul,48.841786,4.913099,precise,Châlons,3,1094,1800,706,Inf,-Inf,NA
2510,"Vitry-la-Ville, Saints-Pierre",Saints-Pierre,48.8424229,4.458208,rue,Châlons,3,1150,1800,650,Inf,-Inf,NA
2511,"Togny-aux-Boeufs, Saint-Brice (église dépendante)",Saint-Brice (église dépendante),48.852491,4.444669,rue,Châlons,3,1094,1800,706,Inf,-Inf,NA
2512,"Landricourt, Saint-Cyriaque",Saint Cyriaque,48.615237,4.811467,precise,Châlons,3,1094,1800,706,Inf,-Inf,NA
2513,"Montier-en-Der, Saint-Pierre-Saint-Paul",Saint-Pierre-Saint-Paul,48.4894016,4.7917647616,rue,Châlons,6,827,1800,973,827,1800,973
2514,"Bagnères-de-Bigorre, Saint-Vincent",Saint-Vincent,43.065437882,0.1502126523,precise,Tarbes,4,1251,1790,539,1251,1790,539
2515,"Tarbes, Saint-Jean",Saint Jean,43.232161502,0.0766872513,precise,Tarbes,3,1790,1790,0,Inf,-Inf,NA
2516,"Lourdes, Saint-Pierre",Saint Pierre,43.096512374,-0.04636973,precise,Tarbes,2,1790,1790,0,Inf,1790,NA
2517,"Ibos, Saint-Laurent",Saint Laurent,43.232967962,0.0022767387,precise,Tarbes,3,1790,1790,0,Inf,1790,NA
2518,"Vic-en-Bigorre, Saint-Martin",Saint Martin,43.385900992,0.0541718723,precise,Tarbes,3,1790,1790,0,Inf,1790,NA
2519,"Saint-Avit-Sénieur, Saint-Avit",Saint-Avit,44.774476341,0.8164980919,precise,Sarlat,3,1097,1685,588,1097,1685,588
2520,"Cailly, Vocable inconnu",Vocable inconnu,49.5780946,1.2321398,rue,Rouen,1,NA,NA,NA,Inf,-Inf,NA
2522,"Mortain, Saint-Evroult",Saint-Evroult,48.648543887,-0.94169813,precise,Avranches,1,NA,NA,NA,Inf,-Inf,NA
2523,"Savigny-le-Vieux, Vocable inconnu",Vocable inconnu,48.520468195,-1.048796054,rue,Avranches,1,NA,NA,NA,Inf,-Inf,NA
2524,"Caen, Saint-Sépulcre",Saint-Sépulcre,49.186598068,-0.358821925,precise,Bayeux,2,NA,NA,NA,Inf,-Inf,NA
2525,"Croissanville, Vocable inconnu",Vocable inconnu,49.120049916,-0.100393768,rue,Bayeux,1,NA,NA,NA,Inf,-Inf,NA
2526,"Troarn, Vocable inconnu",Vocable inconnu,49.181357663,-0.177209552,rue,Bayeux,1,NA,NA,NA,Inf,-Inf,NA
2527,"Cherbourg, Notre-Dame",Notre-Dame,49.639191092,-1.622650623,precise,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2528,"Caen, Vocable inconnu",Vocable inconnu,49.186549515,-0.352725264,rue,Bayeux,1,NA,NA,NA,Inf,-Inf,NA
2529,"Saint-Fromond, Vocable inconnu",Vocable inconnu,49.215207006,-1.099776801,rue,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2530,"Saint-Georges-de-Bohon, Vocable inconnu",Vocable inconnu,49.257842788,-1.256184455,rue,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2531,"Saint-Lo, Saint-Lô",Saint-Lô,49.116373884,-1.084930774,rue,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2532,"Saint-Sauveur-le-Vicomte, Vocable inconnu",Vocable inconnu,49.382552309,-1.525564071,rue,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2533,"Valognes, Saint-Malo",Saint-Malo,49.507941505,-1.469206836,precise,Coutances,1,NA,NA,NA,Inf,-Inf,NA
2534,"Le-Merlerault, Saint-Nicolas",Saint Nicolas,48.700164462,0.2809788022,commune,Lisieux,1,NA,NA,NA,Inf,-Inf,NA
2535,"Mezidon-Canon, Sainte-Barbe d'Auge",Sainte-Barbe d'Auge,49.070750175,-0.036938067,rue,Lisieux,1,NA,NA,NA,Inf,-Inf,NA
2536,"Belleme, Notre-Dame",Notre-Dame,48.376646824,0.5599714551,commune,Sées,1,NA,NA,NA,Inf,-Inf,NA
2537,"Carrouges, Sainte-Anne",Sainte-Anne,48.562796764,-0.150331136,rue,Sées,1,NA,NA,NA,Inf,-Inf,NA
2538,"Mortagne-Au-Perche, Toussaint",Toussaint,48.523172059,0.5471558604,commune,Sées,1,NA,NA,NA,Inf,-Inf,NA
2539,"Lucheux, Vocable inconnu",Vocable inconnu,50.196065633,2.4051676426,commune,Arras,1,NA,NA,NA,Inf,-Inf,NA
2540,"Bourgtheroulde-Infreville, Saint-Laurent",Saint Laurent,49.298886824,0.8737950324,precise,Rouen,6,1517,1791,274,1517,1791,274
2541,"Pas-en-Artois, Vocable inconnu",Vocable inconnu,50.154477765,2.4921543632,commune,Arras,1,NA,NA,NA,Inf,-Inf,NA
2542,"Aubigny-en-Artois, Vocable inconnu",Vocable inconnu,50.351496764,2.5898672376,commune,Arras,1,NA,NA,NA,Inf,-Inf,NA
2543,"Coucy-le-Château-Auffrique, Vocable inconnu",Vocable inconnu,49.520731548,3.3195782933,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2544,"Guise, Saint-Gervais-et-Saint-Protais",Saint Gervais et saint Protais,49.8961442,3.6243550215,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2545,"Lesquielles-Saint-Germain, Saint-Jean",Saint Jean,49.932602807,3.6172605786,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2546,"La-Fère, Saint-Montain",Saint-Montain,49.663815131,3.3670399819,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2547,"Marle, Saint-Pierre",Saint Pierre,49.73958096,3.7713373933,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2548,"Moy-de-l'Aisne, Vocable inconnu",Vocable inconnu,49.75147764,3.3635879789,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2549,"Origny-Sainte-Benoite, Saint-Waast",Saint-Waast,49.840298398,3.4885038171,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2550,"Pierrepont, Vocable inconnu",Vocable inconnu,49.653895684,3.791056994,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2551,"Ribémont, Saint-Germain",Saint Germain,49.798127985,3.4637416635,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2552,"Rozoy-sur-Serre, Saint-Laurent",Saint Laurent,49.707786711,4.1285325322,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2553,"Tavaux-et-Pontséricourt, Vocable inconnu",Vocable inconnu,49.730698145,3.9026154313,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2554,"Laon, Saint-Pierre-au-Marché",Saint-Pierre-au-Marché,49.564125179,3.6278553043,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2555,"Laon, Saint-Vincent",Saint-Vincent,49.559263424,3.6119068895,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2556,"Laon, Saint-Julien",Saint Julien,49.56427827,3.616713408,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2557,"Laon, Sainte-Geneviève",Sainte-Geneviève,49.563367546,3.6256532107,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2558,"Laon, Saint-Jean-au-Bourg",Saint-Jean-au-Bourg,49.564289578,3.6173316572,precise,Laon,2,NA,NA,NA,Inf,-Inf,NA
2559,"Compiègne, Saint-Clément",Saint Clément,49.416883243,2.8228975568,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2560,"Compiègne, Saint-Maurice",Saint Maurice,49.41712753,2.8237826858,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2561,"Bazoches-sur-Vesles, Saint-Thibaut",Saint Thibaut,49.307858928,3.6168314252,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2562,"Berzy-le-Sec, Vocable inconnu",Vocable inconnu,49.33330068,3.3123041425,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2563,"Béthisy-Saint-Pierre, Saint-Adrien",Saint-Adrien,49.300653406,2.8044010434,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2564,"Conty, Saint-Antoine",Saint Antoine,49.741143067,2.1503949163,precise,Amiens,4,1141,1800,659,1141,1800,659
2565,"Braine, Vocable inconnu",Vocable inconnu,49.341389213,3.5321058068,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2566,"Château-Thierry, Sainte-Marie",Sainte Marie,49.047135008,3.4018791948,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2567,"Chézy-sur-Marne, Saint-Pierre",Saint Pierre,48.988917482,3.3660341535,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2568,"Essômes-sur-Marne, Vocable inconnu",Vocable inconnu,49.029481338,3.3745850358,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2569,"La-Ferté-Milon, Vocable inconnu",Vocable inconnu,49.175290973,3.1283046041,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2570,"Mont-Notre-Dame, Vocable inconnu",Vocable inconnu,49.293614762,3.5839153562,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2571,"Morienval, Vocable inconnu",Vocable inconnu,49.298057761,2.9218603406,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2572,"Neuilly-Saint-Front, Saint-Rémy-du-Mont",Saint-Rémy-du-Mont,49.170991238,3.2616103921,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2573,"Oulchy-le-Château, Notre-Dame",Notre-Dame,49.205000134,3.3697677884,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2574,"Pierrefonds, Saint-Jacques",Saint Jacques,49.347854889,2.9794312749,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2575,"Soissons, Saint-Crépin-le-Grand",Saint-Crépin-le-Grand,49.376391567,3.3359075818,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2576,"Soissons, Saint-Louis",Saint-Louis,49.380310223,3.32477105,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2577,"Soissons, Saint-Pierre-au-Parvis",Saint-Pierre-au-Parvis,49.381012195,3.3283759389,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2578,"Soissons, Saint-Prince",Saint-Prince,49.385499692,3.3275390897,commune,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2579,"Soissons, Saint-Waast",Saint-Waast,49.383963163,3.3343626294,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2580,"Soissons, Notre-Dame-des-Vignes",Notre-Dame-des-Vignes,49.383816492,3.3216114078,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2581,"Soissons, Sainte-Sophie",Sainte Sophie,49.382810735,3.3440936837,commune,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2582,"Thourotte, Notre-Dame",Notre-Dame,49.473588019,2.8816701207,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2583,"Vivières, Vocable inconnu",Vocable inconnu,49.300583444,3.1036926541,precise,Soissons,2,NA,NA,NA,Inf,-Inf,NA
2584,"Poitiers, Saint-Hilaire-le-Grand (école interne)",Saint-Hilaire-le-Grand (école interne),46.577480412,0.3328809699,commune,Poitiers,2,NA,NA,NA,NA,NA,NA
2585,"Blaye, Vocable inconnu",Vocable inconnu,45.1271231,-0.6635964,rue,Bordeaux,2,1471,1800,329,Inf,-Inf,NA
2586,"Dijon, Notre-Dame-Saint-Jean (école interne)",Notre-Dame-Saint-Jean (école interne),47.3215806,5.0414701,rue,Langres,2,NA,NA,NA,NA,NA,NA
2587,"Châtillon-sur-Seine, Notre-Dame (école interne)",Notre-Dame (école interne),47.8607467,4.5749139,rue,Langres,2,NA,NA,NA,NA,NA,NA
2588,"Blaye, Vocable inconnu (école)",Vocable inconnu (école),45.1271231,-0.6635964,rue,Bordeaux,2,1471,1800,329,NA,NA,NA
2589,"Mamers, Saint-Nicolas",Saint Nicolas,48.3547,0.371483,precise,Le Mans,2,1170.5,1435,264.5,1150,1450,300
2590,"Amboise, Saint-Denis",Saint Denis,47.4110351,0.983698,rue,Tours,2,NA,NA,NA,Inf,-Inf,NA
2591,"Aubeterre-sur-Dronne, Saint-Jacques",Saint Jacques,45.271297,0.1698227,precise,Périgueux,2,NA,NA,NA,Inf,-Inf,NA
2592,"Avenay-Val-d'Or, Saint-Pierre",Saint Pierre,49.0686744,4.0473727,rue,Reims,2,NA,NA,NA,Inf,-Inf,NA
2593,"Béthune, Saint-Barthélemy puis Sainte-Croix",Saint-Barthélemy puis Sainte-Croix,50.5199,2.64781,rue,Arras,2,NA,NA,NA,Inf,-Inf,NA
2594,"Bordeaux, Saint-Seurin",Saint-Seurin,44.841225,-0.5800364,precise,Bordeaux,2,NA,NA,NA,Inf,-Inf,NA
2595,"Bourg, Saint-Vincent",Saint-Vincent,44.5941547,0.0414858,rue,Bordeaux,2,NA,NA,NA,Inf,-Inf,NA
2596,"Cadillac, Saint-Blaise",Saint Blaise,44.6360817,-0.3173533,precise,Bordeaux,2,NA,NA,NA,Inf,-Inf,NA
2597,"Candes-Saint-Martin, Saint-Martin",Saint Martin,47.211190785,0.0739283595,precise,Tours,2,NA,NA,NA,Inf,-Inf,NA
2598,"Mont-Saint-Eloi, Saint-Vindicien",Saint-Vindicien,50.3514294,2.692501,rue,Arras,2,NA,NA,NA,Inf,-Inf,NA
2599,"Warlencourt-Eaucourt, Notre-Dame",Notre-Dame,50.0822866,2.7908385,rue,Arras,2,NA,NA,NA,Inf,-Inf,NA
2600,"Paris, Saint-Thomas-du-Louvre",Saint-Thomas-du-Louvre,48.859904606,2.3354423046,precise,Paris,2,NA,NA,NA,Inf,-Inf,NA
2601,"Paris, Saint-Sépulcre",Saint-Sépulcre,48.8621574,2.3370411863,rue,Paris,4,1326,1790,464,1326,1790,464
2602,"Douai, Saint-Amé",Saint-Amé,50.3703683,3.0761377,rue,Arras,2,NA,NA,NA,Inf,-Inf,NA
